"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.834312125E0,3.489687280E-2,-2.115367672E-1,-1.907448869E0
3.844304125E0,3.605925131E-2,-2.030565503E-1,-1.966906282E0
3.854296125E0,4.518088717E-2,-1.826933295E-1,-2.001269783E0
3.864287125E0,5.741591640E-2,-1.721005136E-1,-2.026561915E0
3.874279125E0,6.819274141E-2,-1.793440443E-1,-1.994346680E0
3.884271125E0,3.314454450E-2,-1.402428362E-1,-1.910680625E0
3.894263125E0,2.888433170E-4,-1.115052330E-1,-1.780583001E0
3.904255125E0,-1.456514010E-2,-8.142774045E-2,-1.657705518E0
3.914246125E0,-5.427941054E-2,-2.943283707E-2,-1.506125223E0
3.924238125E0,-1.370574558E-2,2.871743023E-2,-1.339434553E0
3.934230125E0,1.684263060E-3,1.795349559E-1,-1.164919140E0
3.944222125E0,6.712102901E-2,3.566731381E-1,-9.899113905E-1
3.954214125E0,1.779244500E-1,5.396959582E-1,-7.974520415E-1
3.964206125E0,2.293578014E-1,7.399715728E-1,-5.920036876E-1
3.974197125E0,2.734503573E-1,8.977733052E-1,-4.314742291E-1
3.984189125E0,2.685519620E-1,1.015908404E0,-3.181411564E-1
3.994181125E0,2.042426946E-1,1.100064455E0,-1.816449237E-1
4.004173125E0,1.493610574E-1,1.153862640E0,-1.595471263E-2
4.014165125E0,1.270788534E-1,1.099304317E0,1.451477730E-1
4.024157125E0,1.300678587E-1,1.041858347E0,3.859290969E-1
4.034148125E0,1.594357734E-1,1.002995997E0,5.973819566E-1
4.044140125E0,1.714395407E-1,9.668835935E-1,8.387088257E-1
4.054132125E0,1.991209905E-1,9.299774301E-1,1.044717928E0
4.064124125E0,1.934063604E-1,9.344938195E-1,1.193208554E0
4.074116125E0,1.620753162E-1,1.025660975E0,1.268573316E0
4.084108125E0,1.289064737E-1,1.145153504E0,1.229357210E0
4.094099125E0,-1.343997136E-2,1.282499045E0,1.057275993E0
4.104091125E0,-2.868861442E-1,1.466160381E0,7.911078125E-1
4.114083125E0,-6.508626375E-1,1.643270497E0,5.962680620E-1
4.124075125E0,-9.097342233E-1,1.723006638E0,6.568645120E-1
4.134067125E0,-1.009517105E0,1.692904587E0,9.649420255E-1
4.144059125E0,-9.583005387E-1,1.591017146E0,1.482769105E0
4.154050125E0,-7.682802826E-1,1.333102019E0,2.095070232E0
4.164042125E0,-6.002750858E-1,9.634810987E-1,2.642886511E0
4.174034125E0,-5.118533080E-1,6.240955460E-1,3.023578257E0
4.184026125E0,-4.633431258E-1,2.110391691E-1,3.131243623E0
4.194018125E0,-4.421636337E-1,-1.383547702E-1,3.040204815E0
4.204009125E0,-4.251153090E-1,-3.909685197E-1,2.777192962E0
4.214001125E0,-4.713548711E-1,-5.989732763E-1,2.305994503E0
4.223993125E0,-6.460169768E-1,-6.200972199E-1,1.743391786E0
4.233985125E0,-7.745771492E-1,-5.473169267E-1,1.241007203E0
4.243977125E0,-7.916660754E-1,-5.488766715E-1,8.723806018E-1
4.253969125E0,-8.465940884E-1,-4.585614556E-1,6.697704864E-1
4.263960125E0,-8.618838264E-1,-3.436847180E-1,6.081203681E-1
4.273952125E0,-8.146263371E-1,-3.336956272E-1,6.284669244E-1
4.283944125E0,-6.962972572E-1,-3.812981021E-1,7.864241928E-1
4.293936125E0,-5.104751558E-1,-4.506896415E-1,9.999311793E-1
4.303928125E0,-3.631562750E-1,-5.402698624E-1,1.140723361E0
4.313920125E0,-2.184505150E-1,-5.918060517E-1,1.207063531E0
4.323911125E0,-1.185228055E-1,-7.341465765E-1,1.153553907E0
4.333903125E0,-1.284672748E-1,-8.437257367E-1,8.762321627E-1
4.343895125E0,-1.191581785E-1,-9.066786146E-1,5.341817415E-1
4.353887125E0,-8.421463307E-2,-1.056668759E0,5.333537757E-2
4.363879125E0,-1.072590947E-1,-1.106228590E0,-4.468892437E-1
4.373871125E0,-1.564098758E-1,-1.118577909E0,-8.828436095E-1
4.383862125E0,-2.406670291E-1,-1.166028941E0,-1.257051963E0
4.393854125E0,-2.396904710E-1,-1.220848050E0,-1.599752010E0
4.403846125E0,-2.146097348E-1,-1.242445618E0,-1.876696608E0
4.413838125E0,-1.392469823E-1,-1.099548146E0,-2.016535109E0
4.423830125E0,-9.725003192E-2,-1.096748499E0,-2.180646572E0
4.433822125E0,-3.010603432E-2,-1.097364796E0,-2.329086328E0
4.443813125E0,-4.795868006E-3,-1.001901983E0,-2.302435888E0
4.453805125E0,2.543083822E-2,-9.605992985E-1,-2.384524949E0
4.463797125E0,5.699165979E-2,-8.186136997E-1,-2.361720223E0
4.473789125E0,-1.262781138E-2,-7.507155392E-1,-2.356336691E0
4.483781125E0,-1.311581634E-2,-7.159354234E-1,-2.320907242E0
4.493773125E0,-7.778287858E-2,-6.869314796E-1,-2.247549829E0
4.503764125E0,-1.108533233E-1,-6.034648150E-1,-2.075290271E0
4.513756125E0,-1.276360474E-1,-5.482039493E-1,-1.881731645E0
4.523748125E0,-1.762774721E-1,-5.242400131E-1,-1.714909998E0
4.533740125E0,-2.249312399E-1,-4.589409399E-1,-1.570473247E0
4.543732125E0,-2.564198849E-1,-3.703158617E-1,-1.375165134E0
4.553723125E0,-2.705691235E-1,-2.293617117E-1,-1.154559043E0
4.563715125E0,-2.707802080E-1,-1.141961217E-3,-9.157166559E-1
4.573707125E0,-2.054338638E-1,1.842331937E-1,-6.618095022E-1
4.583699125E0,-9.877458377E-2,4.071974668E-1,-3.609416056E-1
4.593691125E0,3.640089316E-3,5.211304638E-1,-8.794153869E-2
4.603683125E0,1.307323399E-1,5.661636722E-1,1.972634214E-1
4.613674125E0,2.100149197E-1,5.640741697E-1,4.586947721E-1
4.623666125E0,2.226982613E-1,6.030107787E-1,7.212739313E-1
4.633658125E0,1.239694503E-1,6.737199882E-1,8.861209738E-1
4.643650125E0,-4.410339151E-2,7.593565544E-1,9.666692930E-1
4.653642125E0,-2.595249391E-1,8.597538319E-1,1.056000715E0
4.663634125E0,-2.727308026E-1,8.624169463E-1,1.228309974E0
4.673625125E0,-4.592120863E-2,6.545911145E-1,1.522534264E0
4.683617125E0,2.822072936E-1,4.049679235E-1,1.970428060E0
4.693609125E0,6.209026008E-1,1.974812302E-1,2.455145865E0
4.703601125E0,9.486095828E-1,3.706900835E-2,2.844780343E0
4.713593125E0,1.133057223E0,-1.451910424E-1,2.979103165E0
4.723585125E0,1.194353877E0,-2.029893073E-1,2.956686695E0
4.733576125E0,1.280759352E0,-2.154020691E-1,2.819835536E0
4.743568125E0,1.434821790E0,-1.604610461E-1,2.617351720E0
4.753560125E0,1.602735844E0,-1.099802792E-2,2.355000603E0
4.763552125E0,1.710903194E0,1.455392441E-1,2.004548902E0
4.773544125E0,1.688804373E0,2.965514821E-1,1.531727841E0
4.783535125E0,1.606606116E0,3.828233483E-1,1.036623042E0
4.793527125E0,1.497781246E0,4.200566635E-1,6.088693964E-1
4.803519125E0,1.444937035E0,4.096793175E-1,2.164171457E-1
4.813511125E0,1.398545518E0,3.506703866E-1,-1.300835913E-1
4.823503125E0,1.290290168E0,2.866012752E-1,-3.607509863E-1
4.833495125E0,1.162261873E0,1.288086060E-1,-5.416234928E-1
4.843486125E0,1.058034450E0,-1.035474649E-1,-6.002698964E-1
4.853478125E0,9.410571729E-1,-3.161785385E-1,-6.506085759E-1
4.863470125E0,8.299703081E-1,-5.026781130E-1,-7.182965291E-1
4.873462125E0,6.798040161E-1,-6.410337603E-1,-8.298906398E-1
4.883454125E0,5.495039681E-1,-7.248372245E-1,-1.004774428E0
4.893446125E0,4.631537126E-1,-7.681881890E-1,-1.203002640E0
4.903437125E0,4.099191995E-1,-7.363389900E-1,-1.416443553E0
4.913429125E0,3.574973763E-1,-6.911028832E-1,-1.628914413E0
4.923421125E0,3.319504526E-1,-6.649348390E-1,-1.810616055E0
4.933413125E0,3.267087892E-1,-6.381238934E-1,-1.988012976E0
4.943405125E0,2.876474517E-1,-6.594399181E-1,-2.154800709E0
4.953397125E0,2.204146861E-1,-6.668495098E-1,-2.238748015E0
4.963388125E0,1.443287426E-1,-6.694126368E-1,-2.286893989E0
4.973380125E0,8.365739342E-2,-7.001648980E-1,-2.259454175E0
4.983372125E0,3.641580127E-2,-7.728662539E-1,-2.171562923E0
4.993364125E0,2.035321665E-2,-7.857815838E-1,-2.018912002E0
5.003356125E0,1.985010029E-2,-7.638369834E-1,-1.862503662E0
5.013348125E0,4.370101171E-2,-6.998915407E-1,-1.665323271E0
5.023339125E0,1.014956130E-1,-5.733542857E-1,-1.459512389E0
5.033331125E0,1.733411100E-1,-4.437507507E-1,-1.282979102E0
5.043323125E0,2.545972347E-1,-3.614590842E-1,-1.109993320E0
5.053315125E0,2.896178720E-1,-2.603981477E-1,-9.575412047E-1
5.063307125E0,3.215012589E-1,-1.442145574E-1,-8.054299825E-1
5.073298125E0,3.118399410E-1,-4.516857147E-2,-7.250886548E-1
5.083290125E0,2.639700838E-1,7.501889974E-2,-6.671901101E-1
5.093282125E0,2.043102299E-1,2.588828418E-1,-5.703929633E-1
5.103274125E0,2.056188733E-1,4.763580412E-1,-4.423687613E-1
5.113266125E0,2.591236740E-1,7.806804729E-1,-3.254039830E-1
5.123258125E0,2.496764007E-1,1.114712607E0,-1.584232914E-1
5.133249125E0,2.301900977E-1,1.368911537E0,7.915024996E-2
5.143241125E0,2.245736827E-1,1.564042771E0,2.580230087E-1
5.153233125E0,2.104881421E-1,1.759021101E0,4.544836074E-1
5.163225125E0,1.765895124E-1,1.967448903E0,5.870411557E-1
5.173217125E0,1.806495083E-1,2.131517974E0,7.498369950E-1
5.183209125E0,2.344810952E-1,2.166512098E0,9.245547223E-1
5.193200125E0,2.537814933E-1,2.148696801E0,1.047565522E0
5.203192125E0,2.566855129E-1,2.053664344E0,1.148828772E0
5.213184125E0,1.502861965E-1,1.879408254E0,1.145162567E0
5.223176125E0,-6.168998893E-2,1.710702927E0,1.153080282E0
5.233168125E0,-3.539662062E-1,1.521725887E0,1.212641775E0
5.243160125E0,-6.095875807E-1,1.346672529E0,1.383598573E0
5.253151125E0,-7.112727074E-1,1.066129554E0,1.808324531E0
5.263143125E0,-6.209273784E-1,7.349265951E-1,2.473247091E0
5.273135125E0,-3.735677541E-1,4.099251929E-1,3.125687599E0
5.283127125E0,-5.967847366E-2,4.964081436E-2,3.598202266E0
5.293119125E0,2.218489898E-1,-2.958489391E-1,3.840085790E0
5.303111125E0,5.004167754E-1,-5.679619834E-1,3.748185101E0
5.313102125E0,6.575306560E-1,-7.751083687E-1,3.398102360E0
5.323094125E0,7.521549775E-1,-8.651639682E-1,2.811506762E0
5.333086125E0,6.706777550E-1,-7.666904247E-1,2.040061966E0
5.343078125E0,6.005556791E-1,-6.950965315E-1,1.135660842E0
5.353070167E0,3.659200712E-1,-6.798578104E-1,2.321976113E-1
5.363061167E0,5.967302844E-2,-5.874168393E-1,-5.465339845E-1
5.373053167E0,-2.844252339E-1,-5.758466613E-1,-1.178154312E0
5.383045167E0,-5.313405794E-1,-5.807504287E-1,-1.527306762E0
5.393037167E0,-7.136333746E-1,-5.613783109E-1,-1.636179578E0
5.403029167E0,-8.156885570E-1,-5.759051335E-1,-1.544458399E0
5.413021167E0,-8.331788215E-1,-6.173379189E-1,-1.261906321E0
5.423012167E0,-7.491488508E-1,-7.113298640E-1,-8.173471928E-1
5.433004167E0,-5.815411185E-1,-8.739649048E-1,-3.915225434E-1
5.442996167E0,-4.696080154E-1,-1.013910995E0,-3.252806067E-2
5.452988167E0,-4.001671401E-1,-1.081152513E0,2.368344533E-1
5.462980167E0,-3.109273003E-1,-1.180000571E0,3.904694599E-1
5.472972167E0,-2.203080292E-1,-1.190824936E0,5.084855676E-1
5.482963167E0,-1.282535590E-1,-1.110619849E0,5.669284880E-1
5.492955167E0,-3.362455979E-2,-1.045694120E0,5.002322227E-1
5.502947167E0,5.247203618E-2,-9.758394814E-1,3.016245264E-1
5.512939167E0,1.336751705E-1,-8.742768538E-1,-1.689611435E-2
5.522931167E0,1.924832495E-1,-7.646974012E-1,-4.557927990E-1
5.532923167E0,2.454658938E-1,-6.624260911E-1,-9.161458415E-1
5.542914167E0,3.111073215E-1,-5.645165116E-1,-1.330070238E0
5.552906167E0,3.547908463E-1,-5.361572233E-1,-1.708426605E0
5.562898167E0,3.941250660E-1,-5.063829088E-1,-2.022140250E0
5.572890167E0,4.361743672E-1,-4.601972142E-1,-2.255176937E0
5.582882167E0,4.494714472E-1,-4.524172014E-1,-2.414060404E0
5.592874167E0,4.637437697E-1,-4.439542338E-1,-2.506953950E0
5.602865167E0,4.872134336E-1,-4.759063438E-1,-2.467364792E0
5.612857167E0,4.893900961E-1,-4.766854852E-1,-2.381433526E0
5.622849167E0,4.824171818E-1,-4.554466438E-1,-2.319023854E0
5.632841167E0,4.245492985E-1,-4.802230507E-1,-2.182731689E0
5.642833167E0,3.645488625E-1,-4.440241081E-1,-2.111489798E0
5.652825167E0,2.430092593E-1,-4.256790537E-1,-2.063868905E0
5.662816167E0,1.240471817E-1,-4.481835249E-1,-1.976372339E0
5.672808167E0,6.157019410E-2,-4.122848368E-1,-1.876775545E0
5.682800167E0,3.455302455E-3,-2.994481927E-1,-1.656875798E0
5.692792167E0,2.474896152E-2,-1.779567924E-1,-1.340766549E0
5.702784167E0,8.419763960E-2,6.322009563E-3,-9.633305329E-1
5.712776167E0,1.704946306E-1,2.202748463E-1,-5.866891533E-1
5.722767167E0,2.768716911E-1,3.629548019E-1,-2.459403223E-1
5.732759167E0,3.836292043E-1,4.551914129E-1,5.985736191E-2
5.742751167E0,4.420807128E-1,5.605582389E-1,3.404880452E-1
5.752743167E0,4.626537757E-1,6.632882631E-1,5.483553922E-1
5.762735167E0,3.744091319E-1,6.737319750E-1,6.907754391E-1
5.772726167E0,3.263479794E-1,7.441687042E-1,7.788725138E-1
5.782718167E0,2.881304500E-1,7.494294441E-1,7.720265937E-1
5.792710167E0,8.369841529E-2,8.135011867E-1,7.528605902E-1
5.802702167E0,-1.038869049E-1,1.001472213E0,8.209198415E-1
5.812694167E0,-1.123115093E-1,1.053030037E0,1.055950429E0
5.822686167E0,3.568356542E-2,1.051813231E0,1.468776718E0
5.832677167E0,2.664461604E-1,1.018061348E0,2.015555701E0
5.842669167E0,4.248026291E-1,8.415891641E-1,2.597505686E0
5.852661167E0,5.402263007E-1,6.653549615E-1,3.298441247E0
5.862653167E0,8.666672143E-1,3.094019079E-1,3.897504278E0
5.872645167E0,1.103693091E0,-2.061786711E-2,4.250953261E0
5.882637167E0,1.285711505E0,-1.024806404E-1,4.405529085E0
5.892628167E0,1.391046172E0,-2.543521267E-1,4.248899134E0
5.902620167E0,1.439054590E0,-3.275119042E-1,3.800665031E0
5.912612167E0,1.382379721E0,-2.621903193E-1,3.104121314E0
5.922604167E0,1.158155081E0,-1.355115616E-1,2.276965417E0
5.932596167E0,1.016132791E0,3.530841172E-2,1.466927828E0
5.942588167E0,8.594655642E-1,1.281852928E-1,7.159564734E-1
5.952579167E0,7.673656319E-1,2.117431739E-1,1.284697598E-1
5.962571167E0,7.294011225E-1,2.464940536E-1,-2.834928954E-1
5.972563167E0,7.396134308E-1,2.348592639E-1,-5.186234701E-1
5.982555167E0,7.986093517E-1,1.824304971E-1,-5.933245736E-1
5.992547167E0,9.385675746E-1,6.060317427E-2,-5.629523814E-1
6.002539167E0,1.067779785E0,-1.093093112E-1,-4.720305169E-1
6.012530167E0,1.123936151E0,-2.643567127E-1,-4.618288797E-1
6.022522167E0,1.103189499E0,-4.364753526E-1,-5.627600080E-1
6.032514167E0,9.916432627E-1,-5.625568172E-1,-7.922696543E-1
6.042506167E0,8.498778847E-1,-6.765921405E-1,-1.099910381E0
6.052498167E0,6.598346052E-1,-7.620158681E-1,-1.428440285E0
6.062490167E0,4.354569139E-1,-8.212010926E-1,-1.782048898E0
6.072481167E0,2.023456385E-1,-8.524117756E-1,-2.113872539E0
6.082473167E0,4.087357230E-2,-8.679191762E-1,-2.351851877E0
6.092465167E0,-4.892849559E-2,-8.602046522E-1,-2.466408772E0
6.102457167E0,-1.011378822E-1,-8.198533094E-1,-2.528426095E0
6.112449167E0,-1.421986841E-1,-7.588417071E-1,-2.551672871E0
6.122441167E0,-1.340142359E-1,-7.243153605E-1,-2.515556374E0
6.132432167E0,-9.296108097E-2,-7.229295704E-1,-2.413428905E0
6.142424167E0,-4.630503265E-2,-7.031092635E-1,-2.326035835E0
6.152416167E0,-1.301632231E-2,-6.937747684E-1,-2.223726518E0
6.162408167E0,2.546987296E-2,-6.781203103E-1,-2.157634855E0
6.172400167E0,4.213524613E-2,-6.122297913E-1,-2.046633067E0
6.182391167E0,5.078460284E-2,-5.495815533E-1,-1.927121826E0
6.192383167E0,4.886884942E-2,-5.030707535E-1,-1.791332522E0
6.202375167E0,1.988797471E-2,-4.314125410E-1,-1.612776098E0
6.212367167E0,-3.221136086E-2,-3.282232180E-1,-1.416069916E0
6.222359167E0,-4.593779096E-2,-2.047534123E-1,-1.245426528E0
6.232351167E0,-8.257668179E-2,-1.099250230E-1,-1.109637809E0
6.242343167E0,-9.988341685E-2,6.445181161E-2,-1.005362658E0
6.252334167E0,-1.087156178E-1,2.879537362E-1,-8.538794267E-1
6.262326167E0,-8.035868671E-2,4.844909334E-1,-7.018231684E-1
6.272318167E0,-7.634601669E-2,6.365080154E-1,-5.530208856E-1
6.282310167E0,-1.183347992E-1,8.058059585E-1,-3.824710536E-1
6.292302167E0,-1.489598470E-1,9.801491717E-1,-1.984433895E-1
6.302293167E0,-1.531657309E-1,1.119334247E0,-4.914584756E-3
6.312285167E0,-1.589141287E-1,1.244400927E0,2.114867735E-1
6.322277167E0,-1.405241238E-1,1.322168603E0,4.489164734E-1
6.332269167E0,-1.800316403E-1,1.403815906E0,6.976494259E-1
6.342261167E0,-3.669908060E-1,1.519133231E0,8.834265769E-1
6.352254417E0,-6.059446557E-1,1.600787259E0,1.112547968E0
6.362245417E0,-7.599558941E-1,1.601353270E0,1.489585204E0
6.372237417E0,-7.026088880E-1,1.462098613E0,2.084005546E0
6.382229417E0,-4.848154173E-1,1.243237916E0,2.850856769E0
6.392221417E0,-2.346068835E-1,9.619450352E-1,3.606157402E0
6.402213417E0,6.456020437E-3,6.819937983E-1,4.159703953E0
6.412205417E0,1.650256750E-1,4.012186888E-1,4.413944982E0
6.422196417E0,1.826716217E-1,1.662755173E-1,4.362776583E0
6.432188417E0,2.292465581E-1,1.292673200E-2,4.026755226E0
6.442180417E0,1.696413209E-1,-7.645643771E-2,3.355125909E0
6.452172417E0,-1.049089160E-2,7.641989261E-2,2.500765842E0
6.462164417E0,-9.951800242E-2,1.704542300E-1,1.567972977E0
6.472156417E0,-3.435272086E-1,2.900256971E-1,7.100788522E-1
6.482147417E0,-5.729755323E-1,4.110262236E-1,4.699582636E-2
6.492139417E0,-8.357161476E-1,3.874733466E-1,-4.735993248E-1
6.502131417E0,-1.091988427E0,3.623823595E-1,-6.657709908E-1
6.512123417E0,-1.250057231E0,2.783824289E-1,-5.594996005E-1
6.522115417E0,-1.266051705E0,7.290454656E-2,-1.887364268E-1
6.532107417E0,-1.140240308E0,-2.143133175E-1,3.467404729E-1
6.542098417E0,-1.013250406E0,-5.069878033E-1,8.429585820E-1
6.552090417E0,-8.744520510E-1,-7.841721377E-1,1.256565474E0
6.562082417E0,-7.281258447E-1,-1.065762934E0,1.530445547E0
6.572074417E0,-5.999836021E-1,-1.219303508E0,1.693081173E0
6.582066417E0,-4.977726645E-1,-1.337631272E0,1.703657616E0
6.592058417E0,-3.898681834E-1,-1.408575540E0,1.559162977E0
6.602049417E0,-3.338867215E-1,-1.433499881E0,1.220228537E0
6.612041417E0,-2.990039505E-1,-1.400135669E0,7.656274009E-1
6.622033417E0,-2.734602062E-1,-1.295498867E0,2.703810990E-1
6.632025417E0,-1.844426337E-1,-1.203645541E0,-2.430687547E-1
6.642017417E0,-8.519722112E-2,-1.136393791E0,-7.281338847E-1
6.652009417E0,2.119981125E-2,-1.113237647E0,-1.157936395E0
6.662000417E0,1.210596200E-1,-1.103173420E0,-1.569666331E0
6.671992417E0,1.834300421E-1,-1.105975405E0,-1.983660309E0
6.681984417E0,2.281126368E-1,-1.083959761E0,-2.353014303E0
6.691976417E0,2.430342561E-1,-1.091049510E0,-2.685550720E0
6.701968417E0,2.279925131E-1,-1.088668816E0,-2.950840064E0
6.711959417E0,1.653483682E-1,-1.036767761E0,-3.111040324E0
6.721951417E0,1.140959516E-1,-9.923204434E-1,-3.177610874E0
6.731943417E0,8.780328859E-2,-9.068356124E-1,-3.092737370E0
6.741935417E0,7.924055289E-2,-8.270722818E-1,-2.939139200E0
6.751927417E0,9.955732495E-2,-7.347988334E-1,-2.706949775E0
6.761919417E0,1.616428415E-1,-6.156992367E-1,-2.401667231E0
6.771910417E0,1.976373509E-1,-4.634582064E-1,-2.063575959E0
6.781902417E0,1.769722309E-1,-3.759268498E-1,-1.762622693E0
6.791894417E0,1.484815996E-1,-3.072460395E-1,-1.466816731E0
6.801886417E0,1.112804442E-1,-2.230399945E-1,-1.236411876E0
6.811878417E0,6.486086089E-2,-1.490215534E-1,-1.062026855E0
6.821870417E0,8.961588889E-3,-1.093742153E-1,-8.812367946E-1
6.831862417E0,-5.100752793E-2,-3.838697076E-4,-6.851691288E-1
6.841853417E0,-9.153483544E-2,1.358679494E-1,-4.641227424E-1
6.851845417E0,-1.619539499E-1,2.829306856E-1,-2.647806358E-1
6.861837417E0,-1.920471752E-1,4.369825986E-1,-1.069566840E-1
6.871829417E0,-2.742757832E-1,5.587397549E-1,3.460089862E-2
6.881821417E0,-3.763400287E-1,6.913502204E-1,1.918056303E-1
6.891813417E0,-4.055794691E-1,7.947044349E-1,3.609024292E-1
6.901804417E0,-4.814777901E-1,9.074179950E-1,5.260769159E-1
6.911796417E0,-4.823207759E-1,9.786022907E-1,7.502620876E-1
6.921788417E0,-3.774386840E-1,1.006665418E0,1.099300516E0
6.931780417E0,-1.177084619E-1,8.803836858E-1,1.629456450E0
6.941772417E0,2.118677379E-1,7.159132040E-1,2.243831584E0
6.951763417E0,4.622207893E-1,6.358312002E-1,2.796667113E0
6.961755417E0,6.331438199E-1,4.872642678E-1,3.142540444E0
6.971747417E0,7.688777950E-1,3.377661663E-1,3.412537381E0
6.981739417E0,8.580640597E-1,3.275940576E-1,3.516035437E0
6.991731417E0,9.789635756E-1,2.999940303E-1,3.431672979E0
7.001723417E0,1.099690818E0,3.573604783E-1,3.275715458E0
7.011714417E0,1.227636521E0,4.314677972E-1,3.018288866E0
7.021706417E0,1.280316572E0,5.064062977E-1,2.606960049E0
7.031698417E0,1.251620776E0,6.020626527E-1,2.142325090E0
7.041690417E0,1.221921452E0,6.201682636E-1,1.622331617E0
7.051682417E0,1.175917314E0,5.896077910E-1,1.106247593E0
7.061674417E0,1.112313714E0,5.277787480E-1,6.308777314E-1
7.071665417E0,1.075486049E0,3.894219312E-1,2.530657393E-1
7.081657417E0,1.023054505E0,2.365613884E-1,-4.183682799E-3
7.091649417E0,1.012475357E0,8.801609069E-2,-2.070803118E-1
7.101641417E0,1.025966492E0,-8.629203916E-2,-2.988108462E-1
7.111633417E0,1.060515496E0,-2.403916070E-1,-3.037154907E-1
7.121625417E0,1.102563409E0,-4.535129696E-1,-2.963111615E-1
7.131616417E0,1.096475726E0,-6.435349068E-1,-3.558410794E-1
7.141608417E0,1.037637169E0,-7.588686043E-1,-5.524408418E-1
7.151600417E0,9.491223105E-1,-8.060994887E-1,-8.364044380E-1
7.161592417E0,8.907531381E-1,-7.927330461E-1,-1.231963314E0
7.171584417E0,8.114344883E-1,-7.540221396E-1,-1.603935692E0
7.181576417E0,6.907221564E-1,-6.965831861E-1,-1.962177054E0
7.191567417E0,5.754629743E-1,-6.331429428E-1,-2.263285271E0
7.201559417E0,4.771796481E-1,-6.339717856E-1,-2.496328390E0
7.211551417E0,3.783766870E-1,-6.069491708E-1,-2.642890019E0
7.221543417E0,2.847571730E-1,-5.953298762E-1,-2.656177817E0
7.231535417E0,2.305673528E-1,-5.986426163E-1,-2.643630862E0
7.241527417E0,2.117277336E-1,-6.580395100E-1,-2.515459310E0
7.251518417E0,2.247004941E-1,-7.482515225E-1,-2.328709767E0
7.261510417E0,2.778482857E-1,-8.034811056E-1,-2.085003666E0
7.271502417E0,2.944037267E-1,-7.621804672E-1,-1.829943441E0
7.281494417E0,2.962645848E-1,-7.138093758E-1,-1.665206911E0
7.291486417E0,3.205270031E-1,-6.648483002E-1,-1.583440617E0
7.301478417E0,2.820655352E-1,-5.484135720E-1,-1.545668188E0
7.311469417E0,1.941696779E-1,-4.439393234E-1,-1.516112852E0
7.321461417E0,1.077494751E-1,-3.523532152E-1,-1.447734928E0
7.331453417E0,3.243879927E-2,-2.383921516E-1,-1.365751117E0
7.341445417E0,-4.287096290E-2,-1.081594563E-1,-1.218451568E0
7.351437417E0,-1.027290192E-1,1.374914289E-2,-1.031791488E0
7.361428375E0,-1.255832453E-1,1.625110799E-1,-8.036734790E-1
7.371419375E0,-1.765042710E-1,3.040411806E-1,-5.828802770E-1
7.381411375E0,-2.205244858E-1,4.762533760E-1,-3.047785145E-1
7.391403375E0,-2.346964372E-1,6.694871888E-1,2.026644945E-2
7.401395375E0,-2.999365083E-1,8.440064031E-1,3.537214637E-1
7.411387375E0,-3.189106500E-1,9.796387097E-1,7.010770637E-1
7.421378375E0,-3.264283421E-1,1.083336156E0,1.029991130E0
7.431370375E0,-3.125226035E-1,1.183566788E0,1.321737955E0
7.441362375E0,-2.679113082E-1,1.215398737E0,1.578673382E0
7.451354375E0,-2.144595893E-1,1.259468617E0,1.799139140E0
7.461346375E0,-1.346702935E-1,1.346986817E0,1.985531418E0
7.471338375E0,-5.583129812E-2,1.464607068E0,2.048687779E0
7.481329375E0,-9.852960370E-3,1.569280999E0,1.990103356E0
7.491321375E0,-8.016766548E-2,1.668626947E0,1.810761650E0
7.501313375E0,-3.083890605E-1,1.823752994E0,1.478514086E0
7.511305375E0,-7.428029408E-1,2.033341761E0,1.202529016E0
