"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.334690367E1,3.470095910E-2,-6.491023332E-2,-1.330885339E0
7.335689567E1,2.952610016E-2,7.371730953E-2,-1.192906253E0
7.336688667E1,-1.931390148E-2,1.896868917E-1,-1.063289269E0
7.337687867E1,-1.202305579E-1,3.716209602E-1,-9.823392463E-1
7.338686967E1,-2.305074736E-1,5.478262192E-1,-8.432831025E-1
7.339686167E1,-4.124052163E-1,6.819765490E-1,-6.211660910E-1
7.340685267E1,-5.278901374E-1,6.577287304E-1,-3.568011922E-1
7.341684467E1,-5.093300882E-1,7.303821391E-1,-6.855275631E-3
7.342683962E1,-5.261360093E-1,7.564063418E-1,4.757756585E-1
7.343683062E1,-6.435594651E-1,7.560476151E-1,8.552394891E-1
7.344682263E1,-6.238892855E-1,8.439414990E-1,1.233159070E0
7.345681363E1,-5.369065440E-1,7.748782808E-1,1.558803374E0
7.346680563E1,-4.409526022E-1,7.594504023E-1,1.869088796E0
7.347679763E1,-3.428348618E-1,8.041669840E-1,2.102778617E0
7.348678863E1,-3.683897158E-1,8.351192200E-1,2.225566052E0
7.349678063E1,-4.604093219E-1,8.815765178E-1,2.013073558E0
7.350677163E1,-8.365391432E-1,9.609317127E-1,1.610085209E0
7.351676362E1,-1.249853455E0,1.117632999E0,1.433315109E0
7.352675462E1,-1.450738350E0,1.046070389E0,1.571875994E0
7.353674663E1,-1.319219998E0,8.401998657E-1,2.163790219E0
7.354673863E1,-1.101871683E0,6.508325243E-1,2.912137928E0
7.355672963E1,-8.172975645E-1,3.660359922E-1,3.535965087E0
7.356672163E1,-7.880531540E-1,1.303145564E-1,3.784259498E0
7.357671263E1,-9.149638268E-1,1.110444725E-1,3.611734477E0
7.358670463E1,-9.781854574E-1,1.030121523E-1,3.199302875E0
7.359669662E1,-8.980175726E-1,-8.824062377E-2,2.612771012E0
7.360668762E1,-9.753991860E-1,2.092543066E-2,2.043846284E0
7.361667963E1,-9.798654355E-1,2.146507019E-1,1.571248003E0
7.362667063E1,-9.114742085E-1,1.560437670E-1,1.234568249E0
7.363666263E1,-9.280231445E-1,1.893974546E-1,1.059288604E0
7.364665363E1,-9.812434781E-1,1.910384756E-1,1.009354552E0
7.365664563E1,-9.711114228E-1,1.113020423E-1,1.035129663E0
7.366663762E1,-9.058057715E-1,-7.226983130E-2,1.079746258E0
7.367662863E1,-7.928877781E-1,-2.496226063E-1,1.081150759E0
7.368662062E1,-6.777418493E-1,-3.514311093E-1,9.578721571E-1
7.369661162E1,-5.863791047E-1,-4.152157536E-1,7.120721680E-1
7.370660363E1,-4.989709417E-1,-4.736539963E-1,3.289666915E-1
7.371659563E1,-4.042981980E-1,-5.272226778E-1,-1.338310719E-1
7.372658663E1,-3.632141259E-1,-5.349678996E-1,-6.480679607E-1
7.373657863E1,-3.777249052E-1,-4.841175887E-1,-1.170236598E0
7.374656963E1,-3.401498569E-1,-5.045939532E-1,-1.595892262E0
7.375656162E1,-3.886389890E-1,-5.352210841E-1,-1.952456058E0
7.376655263E1,-3.936169430E-1,-5.034402975E-1,-2.209565731E0
7.377654462E1,-3.779204580E-1,-5.719494921E-1,-2.428160965E0
7.378653663E1,-3.406559699E-1,-6.102218574E-1,-2.525746316E0
7.379652763E1,-2.869434470E-1,-6.757782081E-1,-2.585821779E0
7.380651963E1,-2.363843639E-1,-7.184886101E-1,-2.641180294E0
7.381651063E1,-1.675128978E-1,-7.186289433E-1,-2.643978186E0
7.382650263E1,-1.068920905E-1,-6.800212401E-1,-2.677878004E0
7.383649462E1,-6.885115617E-2,-6.742579320E-1,-2.715658618E0
7.384648562E1,-5.277988752E-2,-6.186754695E-1,-2.743003707E0
7.385647762E1,-1.056792501E-1,-5.217055374E-1,-2.740250253E0
7.386646862E1,-8.902520134E-2,-4.927539262E-1,-2.709606750E0
7.387646063E1,-5.751718287E-2,-5.066477877E-1,-2.607600904E0
7.388645163E1,-7.614503693E-2,-4.532720643E-1,-2.506217201E0
7.389644363E1,-9.579500712E-2,-4.120872009E-1,-2.334085697E0
7.390643563E1,-1.498787918E-1,-3.450564748E-1,-2.128865384E0
7.391642663E1,-1.832595957E-1,-2.507835710E-1,-1.839206015E0
7.392641862E1,-1.999382302E-1,-2.288717151E-1,-1.519146388E0
7.393640962E1,-2.071206210E-1,-2.309457225E-1,-1.165647118E0
7.394640162E1,-2.032757478E-1,-2.087099308E-1,-7.912025374E-1
7.395639363E1,-1.502589339E-1,-1.979966623E-1,-4.841506255E-1
7.396638463E1,-6.570669718E-2,-1.794887629E-1,-2.409935778E-1
7.397637663E1,4.104124121E-3,-1.145583567E-1,-3.079786956E-2
7.398636763E1,5.154845020E-2,-2.125784487E-2,7.096648693E-2
7.399635963E1,1.356305342E-1,1.620614290E-2,1.547301900E-1
7.400635063E1,1.627438905E-1,9.102419078E-2,1.926990849E-1
7.401634262E1,3.172983534E-1,1.359951264E-1,2.878134030E-1
7.402633462E1,3.391576209E-1,2.337924394E-1,4.590239704E-1
7.403632562E1,4.066735197E-1,4.885626420E-1,1.046868533E0
7.404631763E1,6.881734282E-1,6.032040292E-1,1.905998175E0
7.405630863E1,1.067300898E0,5.156288186E-1,2.852229111E0
7.406630063E1,1.341769639E0,3.906448764E-1,3.718553166E0
7.407629263E1,1.600593570E0,2.822983092E-1,4.395674772E0
7.408628363E1,1.729482283E0,6.518914551E-2,4.790014504E0
7.409627562E1,1.768355888E0,-2.066812393E-1,4.774937459E0
7.410626662E1,1.645920016E0,-3.969510984E-1,4.603612286E0
7.411625862E1,1.608468892E0,-3.782715833E-1,4.346408472E0
7.412624962E1,1.624773122E0,-4.438253027E-1,3.839316881E0
7.413624163E1,1.608548853E0,-3.315491143E-1,3.192210787E0
7.414623363E1,1.580570219E0,-1.222050530E-1,2.608347593E0
7.415622463E1,1.612316360E0,-5.463345945E-3,2.101168293E0
7.416621663E1,1.608072451E0,1.913793683E-2,1.613371929E0
7.417620763E1,1.462900705E0,1.326502267E-1,1.083915907E0
7.418619962E1,1.355820352E0,2.185554725E-1,5.962370718E-1
7.419619062E1,1.266442737E0,1.667014870E-1,1.369640100E-1
7.420618262E1,1.190118593E0,1.189461073E-1,-2.635609066E-1
7.421617463E1,1.056958562E0,5.590698302E-2,-5.849554539E-1
7.422616563E1,9.580390951E-1,-7.464847863E-2,-8.318254834E-1
7.423615763E1,8.520366767E-1,-1.658217734E-1,-1.000054556E0
7.424614863E1,7.224394275E-1,-3.052147168E-1,-1.205132781E0
7.425614063E1,5.773784856E-1,-4.380567321E-1,-1.419537315E0
7.426613262E1,4.427824518E-1,-4.995516068E-1,-1.695408365E0
7.427612362E1,3.369349115E-1,-5.545212811E-1,-1.996898990E0
7.428611563E1,2.311161688E-1,-6.222946036E-1,-2.260534741E0
7.429610662E1,1.836123656E-1,-6.524676982E-1,-2.462649597E0
7.430609863E1,1.389982563E-1,-6.994456905E-1,-2.591539187E0
7.431608963E1,3.042178396E-2,-6.737325597E-1,-2.664729370E0
7.432608163E1,1.034781754E-2,-6.712726361E-1,-2.695134891E0
7.433607363E1,-5.530497562E-2,-7.133451068E-1,-2.653302741E0
7.434606463E1,-7.100252040E-2,-6.910414875E-1,-2.530800065E0
7.435605662E1,-7.888942759E-2,-6.708449122E-1,-2.414918776E0
7.436604762E1,-9.398544006E-2,-6.102543095E-1,-2.346536758E0
7.437603962E1,-1.039376569E-1,-5.015200719E-1,-2.281019291E0
7.438603163E1,-5.992025603E-2,-3.013178399E-1,-2.198402812E0
7.439602263E1,3.352862891E-2,-1.653230059E-1,-2.069295706E0
7.440601463E1,9.248212092E-2,-1.861958116E-2,-1.874751239E0
7.441600563E1,2.170784658E-1,1.259557495E-1,-1.670485193E0
7.442599812E1,2.236919591E-1,2.290573642E-1,-1.493432672E0
7.443598913E1,2.120243153E-1,3.136010858E-1,-1.344533325E0
7.444598112E1,1.836018771E-1,2.873766160E-1,-1.198505546E0
7.445597313E1,1.125128179E-1,2.659962720E-1,-1.059125467E0
7.446596413E1,-9.281833582E-3,2.843082896E-1,-9.302768075E-1
7.447595613E1,-1.114314120E-1,2.904885042E-1,-7.687544918E-1
7.448594713E1,-2.072893132E-1,3.144460085E-1,-5.023559314E-1
7.449593913E1,-1.966106346E-1,3.518228728E-1,-1.489502174E-1
7.450593112E1,-1.611364909E-1,4.382724944E-1,2.398954707E-1
7.451592212E1,-8.053713642E-2,5.747795445E-1,6.377832931E-1
7.452591412E1,3.318333255E-2,6.546846700E-1,9.987365931E-1
7.453590512E1,5.577388577E-2,7.714351478E-1,1.294184706E0
7.454589713E1,1.165990898E-1,8.453819606E-1,1.588537635E0
7.455588813E1,1.115931788E-1,8.538297254E-1,1.820364532E0
7.456588013E1,4.832860781E-2,9.929841024E-1,1.912575708E0
7.457587213E1,-7.558171252E-2,1.110280125E0,1.834146420E0
7.458586313E1,-3.043220662E-1,1.173026304E0,1.771540282E0
7.459585512E1,-4.302007055E-1,1.214361441E0,1.811135872E0
7.460584612E1,-5.269321442E-1,1.460933847E0,2.009531314E0
7.461583812E1,-6.240598049E-1,1.359173292E0,2.372805374E0
7.462582912E1,-5.425537118E-1,1.106816820E0,2.787906815E0
7.463582113E1,-5.521565209E-1,8.360267079E-1,3.152024628E0
7.464581313E1,-6.676900470E-1,6.693600118E-1,3.403244986E0
7.465580413E1,-7.032696234E-1,4.286932933E-1,3.582851570E0
7.466579613E1,-7.411358996E-1,1.578742379E-1,3.617848325E0
7.467578713E1,-6.572792988E-1,-5.281292886E-2,3.595434194E0
7.468577912E1,-5.570181153E-1,-2.770846394E-1,3.321856422E0
7.469577112E1,-5.966641012E-1,-3.423100376E-1,2.749735606E0
7.470576212E1,-7.409245958E-1,-2.861861229E-1,2.084394386E0
7.471575413E1,-9.253572527E-1,-2.203055441E-1,1.340337363E0
7.472574513E1,-1.084346408E0,-2.166571739E-1,5.867166352E-1
7.473573713E1,-1.254402151E0,-2.259463531E-1,-3.016403139E-2
7.474572813E1,-1.426061346E0,-1.753392863E-1,-4.546461600E-1
7.475572013E1,-1.479235632E0,-2.179923856E-1,-7.345430177E-1
7.476571212E1,-1.492258405E0,-2.934457335E-1,-9.105243284E-1
7.477570312E1,-1.436582972E0,-3.558562821E-1,-9.577014184E-1
7.478569512E1,-1.348317351E0,-4.693887448E-1,-9.581136471E-1
7.479568612E1,-1.252128461E0,-5.938432217E-1,-1.056069712E0
7.480567813E1,-1.154952488E0,-7.536768615E-1,-1.185514787E0
7.481566913E1,-1.168495151E0,-8.934288239E-1,-1.268797849E0
7.482566113E1,-1.100944095E0,-9.947175094E-1,-1.397401510E0
7.483565313E1,-1.081476156E0,-1.113461011E0,-1.496957374E0
7.484564413E1,-1.042839071E0,-1.134573552E0,-1.612083787E0
7.485563612E1,-1.004751039E0,-1.135581905E0,-1.775420494E0
7.486562712E1,-9.957574368E-1,-1.085727959E0,-1.931753991E0
7.487561912E1,-9.432649353E-1,-1.041381799E0,-2.007818080E0
7.488561012E1,-8.083895507E-1,-9.490221038E-1,-2.005149996E0
7.489560213E1,-6.721122962E-1,-8.213162827E-1,-1.941870843E0
7.490559413E1,-5.011361657E-1,-6.633268547E-1,-1.880835852E0
7.491558513E1,-4.187334386E-1,-7.114851075E-1,-1.879137821E0
7.492557713E1,-2.584054714E-1,-6.742079383E-1,-1.913256324E0
7.493556813E1,-2.324678258E-1,-5.190690279E-1,-2.023354717E0
7.494556012E1,-2.139785462E-1,-5.567712897E-1,-2.121134781E0
7.495555213E1,-2.193758368E-1,-5.417380983E-1,-2.160105304E0
7.496554312E1,-2.278132594E-1,-4.243318552E-1,-2.126056967E0
7.497553513E1,-2.000190680E-1,-3.620853209E-1,-2.105996339E0
7.498552613E1,-2.090687854E-1,-3.328977746E-1,-1.983867300E0
7.499551813E1,-2.380396376E-1,-1.701159686E-1,-1.811253401E0
7.500550913E1,-1.642957780E-1,-1.023648655E-1,-1.617043396E0
7.501550113E1,-1.888768148E-1,-7.994985670E-2,-1.307943204E0
7.502549312E1,-1.242950488E-1,7.373338938E-2,-1.057218105E0
7.503548412E1,-5.506165836E-2,5.347249478E-2,-8.413646311E-1
7.504547613E1,-1.800851058E-3,-3.528414577E-2,-6.573784822E-1
7.505546712E1,-5.841584053E-2,5.264335960E-2,-5.137305200E-1
7.506545913E1,3.882123616E-2,8.000891358E-2,-2.414829898E-1
7.507545013E1,6.629394036E-2,-1.229113966E-1,-4.104745388E-4
7.508544213E1,2.426064226E-1,3.768705904E-2,4.302702874E-1
7.509543413E1,3.524748738E-1,2.793372792E-1,8.921500379E-1
7.510542513E1,4.490708399E-1,5.673877868E-1,1.341140186E0
7.511541712E1,5.993440263E-1,6.916086674E-1,1.682534550E0
7.512540812E1,7.908107740E-1,7.918632728E-1,2.046772816E0
7.513540013E1,9.960169069E-1,8.534932181E-1,2.541682318E0
7.514539112E1,1.261669947E0,8.447068995E-1,3.051781717E0
7.515538313E1,1.416107338E0,8.780380753E-1,3.393664323E0
7.516537513E1,1.517579772E0,7.808243144E-1,3.736064408E0
7.517536613E1,1.485103752E0,6.087986451E-1,3.858057207E0
7.518535813E1,1.466379067E0,3.867784050E-1,3.889588902E0
7.519534913E1,1.422654758E0,1.930227283E-1,3.869128910E0
7.520534112E1,1.423189778E0,6.198048592E-4,3.700036204E0
7.521533212E1,1.479253905E0,-1.906008115E-1,3.360810573E0
7.522532413E1,1.498338340E0,-3.165893054E-1,2.818923370E0
7.523531613E1,1.434273468E0,-3.513419393E-1,2.171574617E0
7.524530713E1,1.309276808E0,-2.864816996E-1,1.546149414E0
7.525529913E1,1.224657218E0,-2.281516305E-1,1.035654743E0
7.526529013E1,1.116797578E0,-1.839522350E-1,5.511895376E-1
7.527528213E1,9.221149716E-1,-4.386961251E-2,1.226792622E-1
7.528527412E1,8.183494786E-1,3.776482701E-2,-1.865571696E-1
7.529526512E1,7.434206991E-1,5.846923292E-2,-4.449959153E-1
7.530525713E1,6.603733530E-1,5.938373744E-2,-6.509061992E-1
7.531524812E1,6.115319992E-1,-6.047073483E-2,-8.476977503E-1
7.532524013E1,5.183477738E-1,-1.775691220E-1,-1.031212614E0
7.533523113E1,3.767325231E-1,-2.883475462E-1,-1.228829792E0
7.534522313E1,2.449300331E-1,-4.344349667E-1,-1.452802125E0
7.535521513E1,1.059551290E-1,-5.847581103E-1,-1.693555382E0
7.536520613E1,-4.941445403E-3,-7.162286612E-1,-1.933315197E0
7.537519812E1,-7.567232609E-2,-8.698920268E-1,-2.170787582E0
7.538518912E1,-1.975696328E-1,-9.014775163E-1,-2.431100945E0
7.539518113E1,-2.846772124E-1,-8.815797338E-1,-2.650414217E0
7.540517212E1,-3.151169765E-1,-8.137739593E-1,-2.864680172E0
7.541516413E1,-3.022873448E-1,-7.704241642E-1,-2.891890190E0
7.542515250E1,-2.748860863E-1,-6.423622477E-1,-2.940089958E0
7.543514350E1,-2.271298295E-1,-4.589453253E-1,-2.841978357E0
7.544513550E1,-1.960656558E-1,-2.724811265E-1,-2.647851967E0
7.545512650E1,-6.878558513E-2,-1.442206970E-1,-2.408397376E0
7.546511850E1,2.213510994E-2,-4.969256222E-2,-2.169262043E0
7.547510950E1,6.447768554E-2,8.658381522E-2,-1.965640944E0
7.548510150E1,1.296133290E-1,1.716479391E-1,-1.739488184E0
7.549509350E1,1.804049485E-1,2.420843759E-1,-1.567754291E0
7.550508450E1,1.840864286E-1,3.648188943E-1,-1.446859015E0
7.551507650E1,1.728845887E-1,4.391486996E-1,-1.289620954E0
7.552506750E1,1.789655833E-1,5.107355762E-1,-1.116978988E0
7.553505950E1,1.919102955E-1,5.660028738E-1,-9.428559226E-1
7.554505050E1,1.791815648E-1,6.098119676E-1,-7.709448588E-1
7.555504250E1,1.157781955E-1,6.452677292E-1,-5.988209563E-1
7.556503450E1,3.984711187E-2,7.297886467E-1,-4.742466116E-1
7.557502550E1,-7.427982995E-2,7.887303346E-1,-3.395314407E-1
7.558501750E1,-1.107755554E-1,8.369283485E-1,-1.158655018E-1
7.559500850E1,-1.124235383E-1,8.205169684E-1,1.436883080E-1
7.560500050E1,-9.366221694E-2,8.242723426E-1,4.413764888E-1
7.561499150E1,-3.057609564E-2,8.016570666E-1,7.919837254E-1
7.562498350E1,-1.265931325E-2,8.141277158E-1,1.159930880E0
7.563497550E1,1.041036082E-1,7.878839502E-1,1.499140139E0
7.564496650E1,1.145357170E-1,7.506614524E-1,1.748123937E0
7.565495850E1,1.351327626E-1,8.653510791E-1,1.845406988E0
7.566494950E1,-7.437123838E-2,9.390239498E-1,1.729530376E0
7.567494150E1,-3.009831782E-1,1.053425309E0,1.611124844E0
7.568493350E1,-5.041902030E-1,1.123277024E0,1.531866421E0
7.569492450E1,-6.863825722E-1,1.135432801E0,1.600617982E0
7.570491650E1,-7.253291215E-1,1.053252524E0,1.925545417E0
7.571490750E1,-6.779651398E-1,8.620658210E-1,2.376494383E0
7.572489950E1,-6.319927955E-1,5.030470723E-1,2.723299760E0
7.573489050E1,-8.789922678E-1,2.625718501E-1,2.997365189E0
7.574488250E1,-9.084316830E-1,9.946084589E-2,3.082746817E0
7.575487350E1,-9.608732405E-1,-6.821040183E-2,3.173417836E0
7.576486550E1,-9.892157912E-1,-2.611606246E-1,3.002659843E0
7.577485750E1,-9.126376583E-1,-3.833756179E-1,2.783690972E0
7.578484850E1,-9.018524690E-1,-5.047775558E-1,2.492380350E0
7.579484050E1,-9.102035355E-1,-4.745968598E-1,2.113411778E0
7.580483150E1,-9.777268164E-1,-4.717855185E-1,1.665020385E0
7.581482350E1,-1.060409150E0,-5.094550359E-1,1.217523615E0
7.582481450E1,-1.148570617E0,-5.435831872E-1,8.317161405E-1
7.583480650E1,-1.164370305E0,-5.870101655E-1,5.351786917E-1
7.584479850E1,-1.105464359E0,-6.392085519E-1,2.370975780E-1
7.585478950E1,-1.052697769E0,-6.967767289E-1,-4.112697601E-2
7.586478150E1,-9.676357647E-1,-7.359498578E-1,-3.178096193E-1
7.587477250E1,-9.240387055E-1,-7.863563651E-1,-6.321512550E-1
7.588476450E1,-8.296997282E-1,-8.183672395E-1,-9.310667664E-1
7.589475550E1,-7.355371906E-1,-8.151053703E-1,-1.200289532E0
7.590474750E1,-6.405499763E-1,-8.200357425E-1,-1.440248737E0
7.591473950E1,-5.324867798E-1,-8.399686083E-1,-1.688082388E0
7.592473050E1,-4.365498316E-1,-8.415932572E-1,-1.927912370E0
7.593472250E1,-3.564344987E-1,-8.574737102E-1,-2.176611409E0
7.594471350E1,-3.003897041E-1,-8.322897524E-1,-2.371329537E0
7.595470550E1,-2.549297220E-1,-7.790172324E-1,-2.558204210E0
7.596469650E1,-2.558587532E-1,-6.958882445E-1,-2.705906047E0
7.597468850E1,-2.502180356E-1,-5.586637411E-1,-2.783817857E0
7.598468050E1,-2.604484338E-1,-4.733078411E-1,-2.793041840E0
7.599467150E1,-2.564633736E-1,-3.259603456E-1,-2.725177885E0
7.600466350E1,-2.043685559E-1,-2.286050820E-1,-2.576180305E0
7.601465450E1,-2.263376232E-1,-1.215995738E-1,-2.371039515E0
7.602464650E1,-1.920320455E-1,-3.163782209E-2,-2.096895148E0
7.603463850E1,-1.731813897E-1,9.147968888E-4,-1.862455714E0
7.604462950E1,-1.472135760E-1,5.369088829E-2,-1.653728827E0
7.605462150E1,-6.030512159E-2,1.210958362E-1,-1.570902432E0
7.606461250E1,5.217902216E-3,1.990129083E-1,-1.503142558E0
7.607460450E1,5.822216978E-2,2.621014416E-1,-1.482850966E0
7.608459550E1,9.090758451E-2,3.209226769E-1,-1.456030372E0
7.609458750E1,5.377534857E-2,4.106464469E-1,-1.288562608E0
7.610457850E1,9.010577593E-2,4.765050986E-1,-1.002238491E0
7.611457050E1,1.850979421E-1,5.318507490E-1,-6.304736888E-1
7.612456250E1,3.477972110E-1,5.557559207E-1,-1.635594857E-1
7.613455350E1,4.730398925E-1,5.902106389E-1,2.806365305E-1
7.614454550E1,5.241123610E-1,5.282933030E-1,6.143634403E-1
7.615453650E1,5.342844332E-1,5.185673368E-1,9.340237033E-1
7.616452850E1,5.395465618E-1,4.448392099E-1,1.234105734E0
7.617451950E1,5.650625684E-1,4.788495398E-1,1.481694971E0
7.618451150E1,5.151100609E-1,5.252296543E-1,1.653675617E0
7.619450350E1,4.041612270E-1,6.374117026E-1,1.865070004E0
7.620449450E1,4.447541695E-1,7.554611394E-1,2.255462866E0
7.621448650E1,6.859438848E-1,7.133570936E-1,2.788150059E0
7.622447750E1,9.642041069E-1,6.931485316E-1,3.361622751E0
7.623446950E1,1.199890898E0,6.398976463E-1,3.909277062E0
7.624446050E1,1.424803902E0,4.460592315E-1,4.313379305E0
7.625445250E1,1.611707811E0,2.248777744E-1,4.457944111E0
7.626444450E1,1.648821259E0,-2.875222117E-2,4.365165755E0
7.627443550E1,1.586323440E0,-1.994309843E-1,4.074062709E0
7.628442750E1,1.462623985E0,-3.448676097E-1,3.649063686E0
7.629441850E1,1.370760719E0,-4.192114484E-1,3.100430551E0
7.630441050E1,1.194380190E0,-4.369785056E-1,2.389509700E0
7.631440250E1,1.003024722E0,-3.782645667E-1,1.725084153E0
7.632439350E1,9.367507716E-1,-3.529826680E-1,1.166421874E0
7.633438550E1,8.754755330E-1,-3.964616865E-1,6.260835993E-1
7.634437650E1,7.362074277E-1,-3.644540280E-1,1.601873964E-1
7.635436850E1,7.236041929E-1,-3.931080160E-1,-1.646154928E-1
7.636435950E1,6.849726623E-1,-4.524166167E-1,-3.573765582E-1
7.637435150E1,7.312034536E-1,-4.966578197E-1,-4.978623462E-1
7.638434250E1,7.214776336E-1,-5.959549436E-1,-5.852612633E-1
7.639433450E1,7.275501133E-1,-6.989144710E-1,-6.609107852E-1
7.640432650E1,6.803933423E-1,-8.548336923E-1,-7.531359941E-1
7.641431750E1,5.826710564E-1,-8.873757863E-1,-9.456678486E-1
7.642431279E1,4.867386762E-1,-8.757509369E-1,-1.208839915E0
7.643430379E1,3.826866331E-1,-8.075341031E-1,-1.528330024E0
7.644429579E1,3.300710113E-1,-7.753866962E-1,-1.882264912E0
7.645428679E1,2.991196888E-1,-7.489637133E-1,-2.244860110E0
7.646427879E1,2.963111250E-1,-6.555228683E-1,-2.562845730E0
7.647427079E1,2.464017041E-1,-5.867549345E-1,-2.865820963E0
7.648426179E1,2.306932324E-1,-5.436337656E-1,-3.074159011E0
7.649425379E1,2.562698673E-1,-5.564318588E-1,-3.097710426E0
7.650424479E1,2.301477968E-1,-5.960137081E-1,-3.052039579E0
7.651423679E1,1.715142388E-1,-5.742728832E-1,-2.969791474E0
7.652422779E1,1.961326065E-1,-6.204267105E-1,-2.867654065E0
7.653421979E1,2.104225254E-1,-6.272702917E-1,-2.754391744E0
7.654421179E1,2.540269850E-1,-5.956368551E-1,-2.606878188E0
7.655420279E1,2.976292336E-1,-5.167804277E-1,-2.488289638E0
7.656419479E1,2.976035424E-1,-4.639926419E-1,-2.368439843E0
7.657418579E1,2.878242386E-1,-3.525873962E-1,-2.184796926E0
7.658417779E1,3.345649985E-1,-2.723098031E-1,-1.894206680E0
7.659416879E1,2.873196422E-1,-2.434643188E-1,-1.627817475E0
7.660416079E1,2.019931428E-1,-1.389327675E-2,-1.373981658E0
7.661415279E1,4.534780690E-2,1.366397819E-1,-1.191595307E0
7.662414379E1,-2.691846125E-2,2.832984754E-1,-9.067101896E-1
7.663413579E1,-8.490497454E-3,3.807402778E-1,-5.700128943E-1
7.664412679E1,-2.262390976E-2,3.936053216E-1,-2.792893320E-1
7.665411879E1,-1.499679709E-2,4.650448483E-1,3.420679629E-2
7.666410979E1,-1.248380999E-2,5.538240007E-1,3.558673918E-1
7.667410179E1,3.020606739E-2,5.291452423E-1,5.375491530E-1
7.668409279E1,3.808441389E-2,5.552621233E-1,6.519984591E-1
7.669408479E1,1.758463313E-2,6.728440753E-1,7.612004739E-1
7.670407679E1,2.303512434E-2,7.198951578E-1,9.287723190E-1
7.671406779E1,1.936612442E-2,7.365834036E-1,1.120678521E0
7.672405979E1,4.722680965E-2,8.994201735E-1,1.301176221E0
7.673405079E1,-4.353191754E-2,1.105109140E0,1.588680891E0
7.674404279E1,-3.494054145E-1,1.097128276E0,1.581097637E0
7.675403379E1,-5.038661210E-1,1.049043698E0,1.681782598E0
7.676402579E1,-7.621277692E-1,9.491963509E-1,1.775799394E0
7.677401779E1,-9.694145608E-1,8.868173772E-1,1.942090698E0
7.678400879E1,-1.024520183E0,8.222974455E-1,2.220990606E0
7.679400079E1,-9.728708500E-1,7.145206895E-1,2.582729187E0
7.680399179E1,-9.382815727E-1,6.093368813E-1,2.871021477E0
7.681398379E1,-9.125200561E-1,5.816678569E-1,3.103852926E0
7.682397479E1,-8.771328532E-1,5.319112676E-1,3.262546359E0
7.683396679E1,-8.163516312E-1,3.949215299E-1,3.196473407E0
7.684395879E1,-7.923660602E-1,3.041487694E-1,3.047447761E0
7.685394979E1,-7.907391456E-1,2.471068418E-1,2.736455995E0
7.686394179E1,-8.248830843E-1,1.530134475E-1,2.335845709E0
7.687393279E1,-9.042724854E-1,8.098159790E-2,1.882214625E0
7.688392479E1,-1.061408220E0,8.349531591E-3,1.445915274E0
7.689391579E1,-1.243947329E0,-3.681026906E-2,1.065932211E0
7.690390779E1,-1.384521556E0,-1.447709200E-1,7.603251457E-1
7.691389979E1,-1.490114816E0,-2.824082369E-1,5.176709586E-1
7.692389079E1,-1.476269194E0,-3.988511512E-1,3.388262665E-1
7.693388279E1,-1.422758984E0,-5.229448548E-1,1.364804453E-1
7.694387379E1,-1.342926657E0,-6.244282526E-1,-1.002201068E-1
7.695386579E1,-1.242315517E0,-7.163143229E-1,-3.614789647E-1
7.696385679E1,-1.150544637E0,-7.920752344E-1,-6.503670859E-1
7.697384879E1,-1.098474889E0,-8.519211942E-1,-9.712359685E-1
7.698383979E1,-1.027169483E0,-8.755462843E-1,-1.311667296E0
7.699383179E1,-9.397878885E-1,-9.081997678E-1,-1.692346762E0
7.700382379E1,-8.299795175E-1,-9.099837533E-1,-2.060619607E0
7.701381479E1,-7.593107269E-1,-9.379805142E-1,-2.407757106E0
7.702380679E1,-6.838179103E-1,-9.362962237E-1,-2.721995246E0
7.703379779E1,-6.163927165E-1,-9.871351326E-1,-3.016216612E0
7.704378979E1,-5.743968808E-1,-1.029500549E0,-3.224818954E0
7.705378079E1,-5.193035743E-1,-9.986904001E-1,-3.362643090E0
7.706377279E1,-5.054176066E-1,-1.034563653E0,-3.460842984E0
7.707376479E1,-5.141565993E-1,-9.693514109E-1,-3.509948485E0
7.708375579E1,-4.725777797E-1,-8.915635622E-1,-3.454029223E0
7.709374779E1,-5.300864978E-1,-9.025390783E-1,-3.309743330E0
7.710373879E1,-5.079317632E-1,-8.003677556E-1,-3.074920319E0
7.711373079E1,-4.377774910E-1,-7.085822573E-1,-2.715810646E0
7.712372179E1,-4.578291649E-1,-6.712705895E-1,-2.364847898E0
7.713371379E1,-3.229861959E-1,-5.637467256E-1,-1.942667819E0
7.714370579E1,-1.851918995E-1,-4.727555716E-1,-1.438144909E0
7.715369679E1,-9.276320754E-2,-4.186147401E-1,-9.450585687E-1
7.716368879E1,1.923204046E-3,-2.948388326E-1,-5.281515080E-1
7.717367979E1,-3.653735027E-2,-1.663661492E-1,-1.214864302E-1
7.718367179E1,-6.806975802E-2,-1.006916848E-1,1.294146699E-1
7.719366279E1,6.481324263E-2,-7.071739554E-2,3.982743233E-1
7.720365479E1,9.301398000E-2,-4.049255311E-2,5.631938714E-1
7.721364579E1,1.793961942E-1,1.129585585E-1,6.649862945E-1
7.722363779E1,2.494919576E-1,1.821337509E-1,8.582174760E-1
7.723362979E1,2.804440109E-1,3.142811170E-1,8.698598671E-1
